name,category,parent,synonyms,finding_type,finding_cluster,oifm_id
endplate_concavity,osseous,endplate_abnormality,"Endplate depression,Focal endplate concavity,Endplate indentation (diffuse)",observation,,
endplate_flattening,osseous,endplate_abnormality,"Loss of endplate concavity,Flat endplate",observation,,
central_canal_stenosis,central_canal,central_canal_abnormality,"Spinal canal stenosis,Central canal stenosis,Central stenosis,Spinal stenosis,Canal stenosis,Narrowing of the spinal canal,Spinal canal narrowing,Narrowed spinal canal,Spinal canal compromise,Canal compromise,Canal narrowing",observation,,
lateral_recess_stenosis,central_canal,central_canal_stenosis,"Subarticular stenosis,Lateral recess narrowing,Lateral recess compromise,Lateral recess encroachment,Lateral recess effacement",observation,,
neural_foraminal_stenosis,neural_foramen,neural_foraminal_abnormality,"Foraminal stenosis,Foraminal narrowing,Neuroforaminal stenosis,Neural foramen narrowing,Narrowed neural foramen,Foraminal compromise,Foraminal encroachment",observation,,
nerve_root_compression,central_canal,nerve_root_abnormality,"Nerve root impingement,Nerve root effacement,Nerve root collapse,Compressed nerve root,Pinched nerve,Nerve compression",observation,,
nerve_root_displacement,central_canal,nerve_root_abnormality,"Nerve root deviation,Displaced nerve root,Nerve root deflection",observation,,
cauda_equina_compression,central_canal,central_canal_abnormality,"Cauda equina impingement,Compression of the cauda equina",observation,,
thecal_sac_effacement,central_canal,central_canal_abnormality,"Thecal sac compression,Dural sac effacement,Thecal sac indentation,Dural sac compression,Loss of CSF signal,Effacement of the thecal sac,CSF effacement,Anterior thecal sac impression,Posterior thecal sac impression",observation,,
perineural_fat_obliteration,neural_foramen,neural_foraminal_abnormality,"Loss of perineural fat,Periforaminal fat obliteration,Foraminal fat obliteration,Loss of foraminal fat,Effacement of perineural fat",observation,,
nerve_root_swelling,central_canal,nerve_root_abnormality,"Nerve root enlargement,Nerve root edema,Swollen nerve root,Nerve root thickening,Enlarged nerve root",observation,,
nerve_root_clumping,central_canal,nerve_root_abnormality,"Clumped nerve roots,Rootlet clumping,Nerve root adherence,Adherent nerve roots,Clumped cauda equina",observation,,
redundant_nerve_root,central_canal,nerve_root_abnormality,"Nerve root redundancy,Serpentine nerve roots,Tortuous nerve roots,Redundant nerve roots",observation,,
epidural_fat_effacement,central_canal,central_canal_abnormality,"Loss of epidural fat,Epidural fat obliteration,Absent epidural fat,Effacement of epidural fat",observation,,
rootlet_effacement,central_canal,central_canal_abnormality,"Loss of rootlet individualization,Rootlet crowding,Cauda equina crowding,Indistinguishable rootlets",observation,,
nerve_root_sedimentation_sign,central_canal,central_canal_abnormality,"SedSign,Sedimentation sign,Absent nerve root sedimentation,Positive sedimentation sign,Nerve root sedimentation sign positive",observation,,
nerve_root_compromise,central_canal,nerve_root_abnormality,"Nerve root contact,Nerve root abutment,Nerve root encroachment,Nerve root involvement,Root compromise",observation,,
facet_arthropathy,articular,facet_joint_abnormality,"Facet joint arthropathy,Facet joint degenerative disease,Facet joint osteoarthritis,Facet arthrosis,Facet OA,Zygapophyseal joint osteoarthritis,Facet degeneration,Facet joint degeneration,Zygapophyseal joint degeneration,Facet degenerative change,Facet joint degenerative changes,Facet degenerative changes",diagnosis,,
facet_joint_hypertrophy,articular,facet_joint_abnormality,"Facet hypertrophy,Facet enlargement,Hypertrophy of articular process,Articular process hypertrophy,Enlarged facets,Bulky facets",observation,,
facet_joint_effusion,articular,facet_joint_abnormality,"Facet effusion,Facet joint fluid,Fluid in the facet joint,Facet fluid",observation,,
facet_joint_synovial_cyst,articular,facet_joint_abnormality,"Synovial cyst,Juxtafacet cyst,Ganglion cyst (facet),Facet cyst,Paraspinal synovial cyst",diagnosis,,
facet_joint_erosion,articular,facet_joint_abnormality,Facet erosion,observation,,
facet_joint_subluxation,articular,facet_joint_abnormality,"Facet subluxation,Facet joint malalignment",observation,,
facet_joint_space_narrowing,articular,facet_joint_abnormality,"Facet joint narrowing,Zygapophyseal joint space narrowing,Narrowing of facet joint,Narrowed facet joints",observation,,
facet_joint_osteophyte,articular,facet_joint_abnormality,"Facet osteophyte,Facet spur,Zygapophyseal joint osteophyte,Facet spurring",observation,,
subchondral_cyst,articular,articular_abnormality,"Subchondral geode,Geode",observation,,
ligamentum_flavum_hypertrophy,ligamentous,ligamentous_abnormality,"Ligamentum flavum thickening,Thickening of ligamentum flavum,Thickened ligamentum flavum,Bulky ligamentum flavum",observation,,
ossification_of_posterior_longitudinal_ligament,ligamentous,ligament_ossification,"OPLL,Posterior longitudinal ligament ossification,PLL ossification,Ossified PLL,Ossified posterior longitudinal ligament",observation,,
ossification_of_ligamentum_flavum,ligamentous,ligament_ossification,"OLF,Ligamentum flavum ossification,Ossified ligamentum flavum,LF ossification",observation,,
ligament_injury,ligamentous,ligamentous_abnormality,"Ligamentous injury,Ligament disruption,Ligament tear,Ligamentous disruption,Ligament sprain",observation,,
anterior_longitudinal_ligament_disruption,ligamentous,ligament_injury,"ALL disruption,ALL tear,ALL injury,Anterior longitudinal ligament tear,Anterior longitudinal ligament injury",observation,,
posterior_longitudinal_ligament_disruption,ligamentous,ligament_injury,"PLL disruption,PLL tear,PLL injury,Posterior longitudinal ligament tear,Posterior longitudinal ligament injury",observation,,
interspinous_ligament_injury,ligamentous,ligament_injury,"Interspinous ligament tear,Interspinous ligament disruption,Interspinous ligament signal",observation,,
supraspinous_ligament_injury,ligamentous,ligament_injury,"Supraspinous ligament tear,Supraspinous ligament disruption,Supraspinous ligament signal",observation,,
tandem_ossification,ligamentous,ligament_ossification,"Tandem ligamentous ossification,Multilevel ligamentous ossification,Tandem OPLL,Tandem OLF",observation,,
ligament_calcification,ligamentous,ligamentous_abnormality,"Ligamentous calcification,Spinal ligament calcification,Calcified ligament",observation,,
spondylolisthesis,alignment,alignment_abnormality,"Listhesis,Vertebral slippage",observation,,
retrolisthesis,alignment,spondylolisthesis,"Posterior listhesis,Posterior vertebral slippage,Posterior slippage,Backward slippage",observation,,
scoliosis,alignment,alignment_abnormality,"Spinal curvature (lateral),Degenerative scoliosis,Lateral curvature,Curvature of the spine",observation,,OIFM_CDE_000051
kyphotic_deformity,alignment,alignment_abnormality,"Kyphosis (pathologic),Increased kyphosis,Kyphotic angulation",observation,,
loss_of_lordosis,alignment,alignment_abnormality,"Straightening of lordosis,Reversal of lordosis,Lordotic straightening,Loss of normal lordosis",observation,,
subluxation,alignment,alignment_abnormality,Vertebral subluxation,observation,,
rotatory_subluxation,alignment,subluxation,"Rotational malalignment,Atlantoaxial rotatory subluxation,Rotational subluxation",observation,,
spondylolysis,alignment,alignment_abnormality,"Pars defect,Pars interarticularis defect,Isthmic defect,Pars fracture,Pars break",observation,,
segmental_instability,alignment,alignment_abnormality,"Segmental hypermobility,Motion segment instability,Dynamic instability",observation,,
segmental_ankylosis,alignment,alignment_abnormality,"Segmental immobility,Motion segment ankylosis,Spontaneous fusion,Autofusion",observation,,
spinal_deformity,alignment,alignment_abnormality,"Spinal malalignment,Vertebral deformity",observation,,
cord_signal_abnormality,spinal_cord,spinal_cord_abnormality,"Cord signal change,Intramedullary signal abnormality,T2 signal in the cord,Cord T2 signal,Intramedullary high signal,Signal within the cord,Abnormal cord signal",observation,,
myelopathy,spinal_cord,spinal_cord_abnormality,"Cord myelopathy,Myelopathic signal,Myelopathic change,Compressive myelopathy,Myelopathic changes",diagnosis,,
cord_edema,spinal_cord,spinal_cord_abnormality,Spinal cord edema,diagnosis,,
cord_atrophy,spinal_cord,spinal_cord_abnormality,"Spinal cord atrophy,Cord thinning,Cord volume loss,Spinal cord wasting,Atrophic cord,Small caliber cord",observation,,
cord_compression,spinal_cord,spinal_cord_abnormality,"Spinal cord compression,Cord effacement,Cord flattening,Cord deformity",observation,,
syringomyelia,spinal_cord,spinal_cord_abnormality,"Syrinx,Syringohydromyelia,Hydrosyringomyelia,Cord cavity",diagnosis,,OIFM_GMTS_032082
cord_contusion,spinal_cord,spinal_cord_abnormality,Spinal cord contusion,observation,,
cord_hemorrhage,spinal_cord,spinal_cord_abnormality,"Intramedullary hemorrhage,Hematomyelia,Cord hemorrhage",diagnosis,,
cord_infarct,spinal_cord,spinal_cord_abnormality,"Spinal cord infarct,Spinal cord ischemia",diagnosis,,
cord_demyelination,spinal_cord,spinal_cord_abnormality,"Demyelinating lesion (cord),Demyelinating plaque (cord)",diagnosis,,
tethered_cord,spinal_cord,spinal_cord_abnormality,"Tethered spinal cord,Tethered cord syndrome",diagnosis,,
cord_transection,spinal_cord,spinal_cord_abnormality,"Spinal cord transection,Cord discontinuity",observation,,
degenerative_cervical_myelopathy,spinal_cord,degenerative_spinal_myelopathy,"DCM,Cervical spondylotic myelopathy,CSM,Cervical myelopathy,Spondylotic myelopathy,Cervical stenotic myelopathy",diagnosis,,
degenerative_thoracic_myelopathy,spinal_cord,degenerative_spinal_myelopathy,"DTM,Thoracic spondylotic myelopathy,Thoracic myelopathy",diagnosis,,
degenerative_spinal_myelopathy,spinal_cord,myelopathy,DSM,diagnosis,,
vertebral_fracture,osseous,osseous_abnormality,"Vertebral body fracture,Spinal fracture,Spine fracture,Fracture of the vertebral body",,,
compression_fracture,osseous,vertebral_fracture,"Vertebral compression fracture,VCF,Wedge fracture,Compression deformity,Vertebral compression deformity,Wedge compression",observation,,
burst_fracture,osseous,vertebral_fracture,"Vertebral burst fracture,Compression fracture extending to posterior cortex",observation,,
chance_fracture,osseous,vertebral_fracture,"Flexion-distraction injury,Seatbelt fracture",observation,,
pathologic_fracture,osseous,vertebral_fracture,Pathological fracture,diagnosis,,OIFM_GMTS_025744
vertebral_body_height_loss,osseous,osseous_abnormality,"Height loss,Loss of vertebral height,Vertebral body collapse,Vertebral wedging,Vertebral height reduction,Height loss of vertebral body",observation,,
marrow_signal_abnormality,osseous,osseous_abnormality,"Marrow signal change,Vertebral marrow abnormality,Subchondral marrow signal abnormality,Abnormal marrow signal,Marrow abnormality,Vertebral body marrow signal abnormality,Pedicle marrow edema,Pedicle marrow abnormality,Pedicle edema",observation,,
vertebral_body_sclerosis,osseous,osseous_abnormality,"Vertebral sclerosis,Sclerotic vertebral body",observation,,
vertebral_hemangioma,osseous,osseous_lesion,"Vertebral body hemangioma,Hemangioma",diagnosis,,
osseous_lesion,osseous,osseous_abnormality,Bone lesion,,,OIFM_OIDM_335347
osteophyte_formation,osseous,osseous_abnormality,"Osteophyte,Osteophytosis,Bone spur,Marginal osteophyte,Osteophytic spurring,Spur formation,Degenerative spurring,Bony spur,Endplate osteophyte",observation,,OIFM_OIDM_827630
pedicle_fracture,osseous,vertebral_fracture,Pedicle discontinuity,observation,,
sacral_fracture,osseous,vertebral_fracture,,observation,,
vertebral_metastasis,osseous,osseous_abnormality,"Osseous metastasis,Spinal metastasis,Metastatic disease (spine),Vertebral metastatic deposit,Spinal metastatic disease,Metastatic lesion (spine)",diagnosis,,
intramedullary_lesion,spinal_cord,spinal_cord_abnormality,"Intramedullary mass,Cord lesion,Cord mass",observation,,
intradural_extramedullary_lesion,central_canal,central_canal_abnormality,"Intradural extramedullary mass,Intradural extramedullary tumor,Intradural mass",,,
epidural_lesion,central_canal,central_canal_abnormality,"Epidural mass,Epidural tumor,Epidural neoplasm",observation,,
nerve_sheath_tumor,central_canal,intradural_extramedullary_lesion,"Nerve sheath neoplasm,Peripheral nerve sheath tumor",diagnosis,,
spinal_meningioma,central_canal,intradural_extramedullary_lesion,"Meningioma (spinal),Spinal meningioma",diagnosis,,
spondylodiscitis,disc,disc_abnormality,"Discitis-osteomyelitis,Disc space infection,Spondylodiskitis,Pyogenic spondylodiscitis,Non-specific spinal infection,Spinal infection,Vertebral disc infection,Infectious spondylitis,Septic discitis",diagnosis,,
discitis,disc,disc_abnormality,"Disc infection,Infectious discitis,Disc space infection (isolated)",diagnosis,,
vertebral_osteomyelitis,osseous,osseous_abnormality,"Pyogenic vertebral osteomyelitis,Vertebral infection,Bone infection (spine),Osteomyelitis (vertebral)",diagnosis,,
epidural_abscess,central_canal,epidural_collection,"Spinal epidural abscess,Epidural empyema,Epidural pus collection",diagnosis,,
paraspinal_abscess,paraspinal,paraspinal_abnormality,Paravertebral abscess,diagnosis,,
prevertebral_abscess,paraspinal,paraspinal_abnormality,Retropharyngeal abscess (cervical),diagnosis,,
ankylosing_spondylitis,articular,inflammatory_spondyloarthropathy,"AS,Bamboo spine,Marie-Strumpell disease,Radiographic axial spondyloarthritis,r-axSpA,Bechterew disease,Bechterew's disease",diagnosis,,
inflammatory_spondyloarthropathy,articular,articular_abnormality,"Seronegative spondyloarthropathy,Spondyloarthritis,Axial spondyloarthritis,axSpA,Non-radiographic axSpA,nr-axSpA,SpA",diagnosis,,
sacroiliitis,articular,sacroiliac_joint_abnormality,"SI joint inflammation,Sacroiliac joint inflammation",diagnosis,,
sacroiliac_joint_marrow_edema,articular,sacroiliac_joint_abnormality,"SI joint bone marrow edema,Sacroiliac bone marrow edema,Subchondral BME (SIJ),Osteitis (SIJ),SI joint edema",observation,,
rheumatoid_pannus,articular,articular_abnormality,"Pannus formation,Rheumatoid pannus,Inflammatory pannus",diagnosis,,
arachnoiditis,central_canal,central_canal_abnormality,"Arachnoid adhesion,Arachnoiditis adhesiva,Adhesive arachnoiditis",diagnosis,,
sacroiliac_joint_erosion,articular,sacroiliac_joint_abnormality,"SIJ erosion,Sacroiliac erosion,SI joint erosion,Sacroiliac joint erosive change",observation,,
sacroiliac_joint_ankylosis,articular,sacroiliac_joint_abnormality,"SIJ ankylosis,SI joint fusion,Sacroiliac ankylosis,Sacroiliac joint fusion,Fused SI joints",observation,,
sacroiliac_joint_sclerosis,articular,sacroiliac_joint_abnormality,"SIJ sclerosis,Subchondral sclerosis (SIJ),Sacroiliac sclerosis,SI joint sclerosis",observation,,
sacroiliac_joint_fat_metaplasia,articular,sacroiliac_joint_abnormality,"SIJ fat lesion,Subchondral fat metaplasia (SIJ),Fat deposition (SIJ),SIJ fat deposition",observation,,
backfill,articular,sacroiliac_joint_abnormality,"Fat metaplasia in erosion cavity,Erosion backfill,SIJ backfill",observation,,
anterior_corner_inflammatory_lesion,osseous,vertebral_corner_lesion,"Romanus lesion (acute),Shiny corner (active),Anterior spondylitis,Anterior corner edema",observation,,
romanus_lesion,osseous,vertebral_corner_lesion,"Shiny corner (chronic),Anterior corner sclerotic lesion,Vertebral corner sclerosis,Shiny corner sign",observation,,
andersson_lesion,osseous,osseous_abnormality,"Andersson central lesion,Discovertebral erosion,Central endplate inflammatory lesion,Andersson disc lesion",observation,,
syndesmophyte,osseous,osseous_abnormality,"Marginal syndesmophyte,Syndesmophyte formation,Non-marginal syndesmophyte",observation,,
sacroiliac_joint_capsulitis,articular,sacroiliac_joint_abnormality,"SIJ capsulitis,Joint capsule inflammation,Capsular inflammation (SIJ),Capsulitis",diagnosis,,
enthesitis,articular,articular_abnormality,"Entheseal inflammation,Ligament insertion inflammation,Tendon insertion inflammation",diagnosis,,
costovertebral_joint_inflammation,articular,articular_abnormality,"Costovertebral arthritis,Rib head inflammation,Costovertebral synovitis",diagnosis,,
vertebral_corner_fat_lesion,osseous,vertebral_corner_lesion,"Corner fat metaplasia,Anterior corner fat lesion,Posterior corner fat lesion,Vertebral corner fat deposition",observation,,
degenerative_disease,disc,disc_abnormality,"Degenerative changes,Degenerative spine disease,Spinal degeneration",diagnosis,,
spondylosis,disc,degenerative_disease,"Spinal degenerative disease,Spondylotic disease,Spondylotic change,Spondylotic changes",diagnosis,,
diffuse_idiopathic_skeletal_hyperostosis,osseous,osseous_abnormality,"DISH,Forestier disease,Flowing hyperostosis",diagnosis,,OIFM_OIDM_990401
uncovertebral_hypertrophy,articular,articular_abnormality,"Uncovertebral joint hypertrophy,Uncovertebral spurring,Luschka joint hypertrophy,Uncovertebral osteophyte,Uncovertebral joint spurring",observation,,
adjacent_segment_disease,disc,degenerative_disease,"Adjacent segment pathology,ASP,Junctional stenosis,Transfer lesion,Junctional disease,Adjacent level disease,ASD",diagnosis,,
intervertebral_osteochondrosis,disc,degenerative_disease,"Osteochondrosis,Disc osteochondrosis",diagnosis,,
spondylosis_deformans,osseous,osseous_abnormality,"Anterior spondylosis,Marginal spondylosis",observation,,
intervertebral_chondrosis,disc,degenerative_disease,"Chondrosis,Disc chondrosis,Disc-only degeneration,Degenerative disc change without endplate involvement",diagnosis,,
adjacent_segment_degeneration,disc,disc_abnormality,"Radiographic adjacent segment degeneration,Asymptomatic adjacent segment degeneration,Adjacent level degeneration",observation,,
spinal_fusion,osseous,osseous_postsurgical_change,"Arthrodesis,Spinal arthrodesis,Vertebral fusion,Fusion mass,Fused segments",observation,,OIFM_OIDM_016925
anterior_spinal_fusion,osseous,spinal_fusion,"ALIF,Anterior lumbar interbody fusion,Anterior cervical discectomy and fusion,ACDF,Anterior fusion",observation,,
posterior_spinal_fusion,osseous,spinal_fusion,"PLF,Posterolateral fusion,Posterior instrumented fusion,Posterior fusion",observation,,
lateral_interbody_fusion,osseous,spinal_fusion,"XLIF,LLIF,DLIF,Lateral lumbar interbody fusion,Direct lateral interbody fusion,Lateral fusion",observation,,
posterior_lumbar_interbody_fusion,osseous,spinal_fusion,PLIF,observation,,
transforaminal_lumbar_interbody_fusion,osseous,spinal_fusion,TLIF,observation,,
interbody_cage,extrinsic,hardware,"Interbody spacer,Interbody fusion device,Interbody graft,Cage",observation,,
pedicle_screw_fixation,extrinsic,hardware,"Pedicle screws,Posterior pedicle screw and rod construct,Transpedicular fixation,Pedicle screw and rod,Posterior instrumentation",observation,,
laminectomy,osseous,posterior_decompression,"Posterior decompression (laminectomy),Laminectomy defect,Post-laminectomy,Status post laminectomy,Prior laminectomy,Decompressive laminectomy",observation,,
laminotomy,osseous,posterior_decompression,"Hemilaminotomy,Partial laminectomy",observation,,
discectomy,disc,disc_postsurgical_change,"Microdiscectomy,Disc excision,Discectomy defect,Post-discectomy,Status post discectomy,Prior discectomy",observation,,
foraminotomy,osseous,osseous_postsurgical_change,Foraminal decompression,observation,,
vertebroplasty,osseous,vertebral_augmentation,Percutaneous vertebroplasty,observation,,
kyphoplasty,osseous,vertebral_augmentation,Balloon kyphoplasty,observation,,
disc_replacement,extrinsic,hardware,"Artificial disc,Total disc replacement,Disc arthroplasty,Disc prosthesis,ADR",observation,,
spinal_cord_stimulator,extrinsic,hardware,"Dorsal column stimulator,SCS",observation,,
intrathecal_pump,extrinsic,hardware,"Intrathecal drug delivery system,Pain pump,Baclofen pump",observation,,
pseudarthrosis,osseous,osseous_postsurgical_change,"Nonunion,Failed fusion,Pseudoarthrosis,Non-fusion,Incomplete fusion",observation,,
hardware_complication,extrinsic,hardware,Hardware failure,observation,,
hardware_loosening,extrinsic,hardware_complication,"Screw loosening,Implant loosening",observation,,OIFM_OIDM_140821
hardware_fracture,extrinsic,hardware_complication,Hardware breakage,observation,,
hardware_migration,extrinsic,hardware_complication,"Screw migration,Implant migration,Hardware displacement",observation,,OIFM_OIDM_374335
cement_leak,extrinsic,hardware,"Cement extravasation,PMMA extravasation,Cement extrusion",observation,,
epidural_fibrosis,central_canal,central_canal_postsurgical_change,"Postoperative epidural scar,Peridural fibrosis,Epidural scar tissue,Scar tissue,Postoperative scar,Enhancing scar tissue,Epidural scarring",observation,,
recurrent_disc_herniation,disc,disc_postsurgical_change,"Recurrent herniation,Reherniation,Re-herniation,Recurrent disc,Residual disc herniation,Residual disc",observation,,
proximal_junctional_kyphosis,alignment,kyphotic_deformity,"PJK,Junctional kyphosis,Junctional deformity",observation,,
adjacent_level_ossification,osseous,osseous_postsurgical_change,"ALOD,Heterotopic ossification (adjacent segment),Adjacent level ossification development",observation,,
paraspinal_muscle_atrophy,paraspinal,paraspinal_abnormality,"Paraspinal fatty atrophy,Paraspinal fatty infiltration,Fatty replacement of paraspinal muscles,Fatty infiltration of paraspinal muscles,Paraspinal wasting",observation,,
paraspinal_muscle_edema,paraspinal,paraspinal_abnormality,Paraspinal STIR signal,observation,,
epidural_lipomatosis,central_canal,central_canal_abnormality,"Spinal epidural lipomatosis,Excess epidural fat,Epidural fat hypertrophy",diagnosis,,
epidural_hematoma,central_canal,epidural_collection,"Spinal epidural hematoma,Epidural blood,Epidural hemorrhage (spinal)",diagnosis,,
epidural_collection,central_canal,central_canal_abnormality,Epidural fluid collection,,,
transitional_vertebra,osseous,osseous_anatomic_variant,"Lumbosacral transitional vertebra,LSTV,Transitional segment,Transitional anatomy,Bertolotti syndrome,Symptomatic transitional vertebra",observation,,
lumbarization,osseous,transitional_vertebra,"Lumbarization of S1,Lumbarized vertebral body,Lumbarized S1",observation,,
sacralization,osseous,transitional_vertebra,"Sacralization of L5,Sacralized vertebral body,Sacralized L5",observation,,
spina_bifida_occulta,osseous,osseous_anatomic_variant,"Posterior element deficiency,Posterior arch defect,Incomplete posterior arch",observation,,OIFM_GMTS_010043
block_vertebra,osseous,osseous_anatomic_variant,"Congenital vertebral fusion,Unsegmented vertebra,Congenital fusion",observation,,
butterfly_vertebra,osseous,osseous_anatomic_variant,Sagittal cleft vertebra,observation,,
hemivertebra,osseous,osseous_anatomic_variant,Lateral hemivertebra,observation,,OIFM_OIDM_246218
diastematomyelia,spinal_cord,spinal_dysraphism,"Split cord malformation,Diplomyelia",diagnosis,,
dermal_sinus_tract,spinal_cord,spinal_dysraphism,Dorsal dermal sinus,diagnosis,,
lipomyelomeningocele,spinal_cord,spinal_dysraphism,Lipomyelocele,diagnosis,,
filum_terminale_lipoma,spinal_cord,spinal_cord_anatomic_variant,"Fatty filum,Filum terminale thickening (fatty),Thickened filum terminale",observation,,
meningocele,central_canal,central_canal_abnormality,Spinal meningocele,observation,,
myelomeningocele,spinal_cord,spinal_dysraphism,"Spina bifida aperta,Open spinal dysraphism",diagnosis,,
caudal_regression,spinal_cord,spinal_dysraphism,"Sacral agenesis,Caudal regression syndrome",diagnosis,,
perineural_cyst,central_canal,central_canal_anatomic_variant,"Tarlov cyst,Sacral perineural cyst,Nerve root cyst,Meningeal cyst",observation,,
dural_ectasia,central_canal,central_canal_abnormality,"Dural expansion,Thecal sac ectasia,Widened thecal sac,Expanded thecal sac",observation,,
limbus_vertebra,osseous,osseous_anatomic_variant,Limbus bone,observation,,
developmental_stenosis,central_canal,central_canal_stenosis,"Congenital canal narrowing,Constitutionally narrow canal,Congenital spinal stenosis,Developmental spinal stenosis,Congenital stenosis",observation,,
