name,category,parent,synonyms,finding_type,finding_cluster,oifm_id
hardware_migration,extrinsic,hardware_abnormality,"Component migration,Implant migration,Prosthesis dislodgment",observation,,OIFM_OIDM_374335
hardware_backout,extrinsic,hardware_migration,"Hardware back-out,Hardware backing out,Backed out hardware,Screw backout,Screw back-out,Screw backing out,Backed out screw,Pin backout,Wire backout,K-wire backout,Prominent hardware end,Proud hardware",observation,,
periprosthetic_lucency,extrinsic,hardware_abnormality,"Peri-implant lucency,Lucency around hardware,Cement-bone interface lucency,Metal-bone interface lucency,Perihardware lucency,Prosthesis lucency",observation,,
subsidence,extrinsic,hardware_abnormality,"Component subsidence,Stem subsidence,Implant subsidence",observation,,
particle_disease,extrinsic,hardware_abnormality,Periprosthetic osteolysis,diagnosis,,
polyethylene_wear,extrinsic,hardware_abnormality,"Liner wear,Bearing wear",diagnosis,,
cement_fracture,extrinsic,hardware_abnormality,"Cement mantle fracture,Bone cement fracture,Cement failure",observation,,
pedestal_formation,extrinsic,hardware_abnormality,"Pedestal sign,Pedestal bone,Reactive bone at stem tip,Distal stem pedestal",observation,,
component_malposition,extrinsic,hardware_abnormality,,observation,,
adverse_local_tissue_reaction,extrinsic,hardware_abnormality,"ALTR,Adverse reaction to metal debris,ARMD,Metallosis",diagnosis,,
syndesmotic_screw,extrinsic,screw,"Syndesmotic fixation,Syndesmosis screw,Syndesmotic screw fixation,Transsyndesmotic screw",observation,,
suture_button,extrinsic,hardware,"Suture button fixation,Tightrope fixation,Endobutton,Tight rope,Tightrope,Radiolucent fixation device,Radiolucent band,Radiolucent instrumentation,Metal button,Metal buttons",observation,,
constraining_ring,extrinsic,hardware,"Acetabular constraining ring,Acetabular stabilization ring",observation,,
acetabular_augment,extrinsic,hardware,"Acetabular augmentation,Metal augment,Tantalum augment,Porous metal augment,Acetabular reconstruction augment",observation,,
fracture,osseous,osseous_abnormality,"Osseous fracture,Bone fracture",,,OIFM_OIDM_739317
healed_fracture,osseous,fracture,"Old fracture,Remote fracture,Prior fracture,Previous fracture",observation,,
healing_fracture,osseous,fracture,"Incompletely healed fracture,Callus,Callus formation,Cortical callus,Cortical callus formation,Osseous bridging,Bony bridging,Incomplete healing,Incomplete fracture healing,Partial bony bridging,Bridging osseous callus formation,Bridging callus",observation,,
compression_fracture,osseous,fracture,VCF,observation,,
avulsion_fracture,osseous,fracture,"Avulsion,Avulsed fragment,Avulsion injury",observation,,
stress_fracture,osseous,fracture,,observation,,
insufficiency_fracture,osseous,stress_fracture,,observation,,
pilon_fracture,osseous,fracture,"Pilon type fracture,Tibial pilon fracture,Tibial plafond fracture,Distal tibial articular fracture",observation,,
pathologic_fracture,osseous,fracture,"Fracture through lesion,Pathological fracture",observation,,OIFM_GMTS_025744
nonunion,osseous,fracture,"Fracture nonunion,Ununited fracture,Pseudoarthrosis",observation,,
malunion,osseous,fracture,"Fracture malunion,Healed with deformity,Malunited fracture",observation,,
delayed_union,osseous,fracture,"Fracture delayed union,Slow healing fracture",observation,,
ossific_fragment,osseous,osseous_abnormality,"Post-traumatic ossific body,Old avulsion fragment,Bone fragment,Bone fragments,Ossific body,Ossific bodies,Ossified body",observation,,
dislocation,alignment,joint_displacement,"Joint dislocation,Luxation",observation,,
subluxation,alignment,joint_displacement,"Partial dislocation,Joint subluxation",observation,,
degenerative_changes,articular,articular_abnormality,"Degenerative joint disease,DJD,Degenerative arthropathy,Degeneration,Degenerative change",,,OIFM_OIDM_463032
osteoarthritis,articular,degenerative_changes,"OA,Osteoarthrosis,Arthrosis,Degenerative arthritis",diagnosis,,
posttraumatic_osteoarthritis,articular,osteoarthritis,"Posttraumatic OA,Post-traumatic osteoarthritis,Post-traumatic arthritis,Posttraumatic arthropathy",diagnosis,,
joint_space_narrowing,articular,degenerative_changes,"JSN,Decreased joint space,Joint space loss,Loss of joint space,Bone-on-bone,Bone-on-bone apposition,Bone-on-bone contact",observation,,
osteophyte_formation,articular,degenerative_changes,"Osteophytes,Osteophytosis,Spurring,Marginal osteophytes,Bone spurs,Reactive osteophytes",observation,,OIFM_OIDM_827630
subchondral_sclerosis,articular,degenerative_changes,"Eburnation,Subchondral bone sclerosis",observation,,
subchondral_cyst,articular,degenerative_changes,"Subchondral cystic change,Subchondral geode,Geode,Cavitation,Subchondral cavitation",observation,,
disc_space_narrowing,articular,degenerative_changes,"Disc space loss,Decreased disc height,Loss of disc height,Disc space height loss",observation,,
spondylosis,articular,degenerative_changes,"Spondylosis deformans,Spinal degenerative changes,Discovertebral degeneration,Degenerative disc disease,DDD",diagnosis,,
facet_arthropathy,articular,degenerative_changes,"Facet joint arthropathy,Facet joint degenerative changes",diagnosis,,
diffuse_idiopathic_skeletal_hyperostosis,articular,degenerative_changes,"DISH,Forestier disease,Flowing anterior osteophytes",diagnosis,,OIFM_OIDM_990401
endplate_irregularity,articular,degenerative_changes,Endplate degenerative changes,observation,,
endplate_sclerosis,articular,degenerative_changes,Endplate sclerotic changes,observation,,
vacuum_phenomenon,articular,degenerative_changes,"Vacuum disc,Vacuum sign,Intradiscal gas",observation,,
chondrocalcinosis,articular,articular_abnormality,Cartilage calcification,observation,,OIFM_GMTS_012919
calcium_pyrophosphate_deposition_disease,articular,crystal_arthropathy,"CPPD,CPPD arthropathy,Pyrophosphate arthropathy,Pseudogout,Calcium pyrophosphate deposition",diagnosis,,
erosive_osteoarthritis,articular,osteoarthritis,"Erosive OA,Inflammatory OA",diagnosis,,
schmorl_node,articular,endplate_irregularity,"Schmorl's node,Endplate herniation,Intravertebral disc herniation",observation,,
osseous_deformity,osseous,osseous_abnormality,"Bone deformity,Bony deformity",,,OIFM_OIDM_069610
posttraumatic_deformity,osseous,osseous_deformity,"Remote traumatic deformity,Old traumatic deformity,Prior traumatic deformity,Fracture deformity,Posttraumatic changes,Chronic fracture deformity",observation,,
remodeling,osseous,osseous_deformity,"Osseous remodeling,Bone remodeling",observation,,
contour_irregularity,osseous,osseous_deformity,Articular surface irregularity,observation,,
cortical_thickening,osseous,osseous_deformity,"Cortical hyperostosis,Cortical hypertrophy",observation,,
cortical_thinning,osseous,osseous_deformity,,observation,,
compression_deformity,osseous,osseous_deformity,"Vertebral compression deformity,Old compression deformity,Vertebral height loss",observation,,
flattening,osseous,osseous_deformity,"Articular surface collapse,Subchondral collapse,Femoral head fragmentation,Articular surface fragmentation",observation,,
dysplasia,osseous,osseous_deformity,Developmental dysplasia,observation,,
cam_morphology,osseous,osseous_deformity,"Cam deformity,Cam lesion,Femoral head-neck bump",observation,,
pincer_morphology,osseous,osseous_deformity,"Pincer deformity,Acetabular overcoverage",observation,,
acetabular_retroversion,osseous,osseous_deformity,,observation,,
coxa_profunda,osseous,osseous_deformity,"Deep acetabulum,Acetabular profunda,Global overcoverage",observation,,
protrusio_acetabuli,osseous,osseous_deformity,"Protrusio,Acetabular protrusion,Acetabular protrusio",observation,,OIFM_GMTS_012478
coxa_vara,osseous,osseous_deformity,,observation,,OIFM_GMTS_012427
coxa_valga,osseous,osseous_deformity,,observation,,OIFM_GMTS_012441
limb_length_discrepancy,alignment,malalignment,LLD,observation,,
hallux_valgus,alignment,foot_deformity,"Bunion,Bunion deformity,Hallux valgus deformity,First MTP valgus",observation,,
patella_baja,alignment,patellar_height_abnormality,"Patella infera,Low-riding patella,Inferiorly positioned patella",observation,,OIFM_GMTS_012391
patella_alta,alignment,patellar_height_abnormality,"High-riding patella,Superiorly positioned patella",observation,,OIFM_GMTS_012382
hammertoe,alignment,toe_deformity,"Hammer toe,Hammertoe deformity",observation,,
claw_toe,alignment,toe_deformity,"Claw toe deformity,Claw toes",observation,,
mallet_toe,alignment,toe_deformity,Mallet toe deformity,observation,,
curly_toe,alignment,toe_deformity,Curly toe deformity,observation,,
haglund_deformity,osseous,osseous_deformity,"Haglund exostosis,Posterior calcaneal exostosis,Pump bump",observation,,
pes_planus,alignment,foot_deformity,"Flatfoot,Flat foot,Fallen arch",observation,,
pes_cavus,alignment,foot_deformity,"High arch,Cavus foot",observation,,
varus_angulation,alignment,malalignment,"Varus alignment,Varus deformity",observation,,
valgus_angulation,alignment,malalignment,"Valgus alignment,Valgus deformity",observation,,
scoliosis,alignment,spinal_malalignment,,observation,,OIFM_CDE_000051
kyphosis,alignment,spinal_malalignment,Kyphotic deformity,observation,,
lordosis_abnormality,alignment,spinal_malalignment,,,,
spondylolisthesis,alignment,spinal_malalignment,"Listhesis,Vertebral slippage",observation,,
anterolisthesis,alignment,spondylolisthesis,Anterior listhesis,observation,,
spondylolysis,osseous,osseous_abnormality,"Pars defect,Pars interarticularis defect,Isthmic defect",observation,,
retrolisthesis,alignment,spondylolisthesis,,observation,,
lateral_listhesis,alignment,spondylolisthesis,,observation,,
malalignment,alignment,,"Malaligned,Alignment abnormality,Abnormal alignment",,,
pubic_symphysis_diastasis,alignment,joint_widening,"Symphysis pubis widening,Pubic diastasis,Symphyseal widening,Pubic symphysis widening",observation,,
syndesmotic_widening,alignment,joint_widening,"Syndesmosis widening,Widened syndesmosis,Mortise widening,Ankle mortise widening",observation,,
medial_clear_space_widening,alignment,joint_widening,"Widened medial clear space,MCS widening,Medial ankle mortise widening",observation,,
talar_tilt,alignment,malalignment,"Talar tilt deformity,Lateral talar tilt,Lateral talar shift,Medial talar tilt",observation,,
pelvic_tilt,alignment,malalignment,Pelvic obliquity,observation,,
lisfranc_injury,alignment,joint_displacement,"Tarsometatarsal injury,TMT injury",observation,,
femoral_head_migration,alignment,malalignment,"Superolateral femoral translocation,Superior migration of femoral head,Acetabular migration",observation,,
enthesophyte,soft_tissue,soft_tissue_abnormality,"Entheseal calcification,Traction spur",observation,,
enthesopathy,soft_tissue,soft_tissue_abnormality,"Entheseal disease,Enthesitis,Entheseal abnormality",diagnosis,,OIFM_GMTS_025742
calcific_tendinopathy,soft_tissue,tendinopathy,"Calcific tendinitis,Tendon calcification,Hydroxyapatite deposition",diagnosis,,
soft_tissue_mineralization,soft_tissue,soft_tissue_abnormality,"Soft tissue mineral density,Ectopic mineralization",observation,,
soft_tissue_calcification,soft_tissue,soft_tissue_mineralization,Soft tissue calcified body,observation,,OIFM_GMTS_025786
heterotopic_ossification,soft_tissue,soft_tissue_mineralization,"HO,Ectopic bone,Ectopic ossification,Heterotopic bone formation,Heterotopic bone",observation,,
myositis_ossificans,soft_tissue,soft_tissue_abnormality,"Myositis ossificans circumscripta,MO",diagnosis,,
tibiofibular_synostosis,soft_tissue,heterotopic_ossification,"Syndesmotic ossification,Distal tibiofibular synostosis,Syndesmotic synostosis,Cross-union",observation,,
joint_effusion,articular,articular_abnormality,"Effusion,Joint fluid",observation,,OIFM_GMTS_012821
lipohemarthrosis,articular,joint_effusion,"Fat-fluid level,Lipohaemarthrosis",observation,,
bursal_calcification,soft_tissue,soft_tissue_calcification,Bursitis calcification,observation,,OIFM_GMTS_012989
vascular_calcification,soft_tissue,soft_tissue_calcification,"Arterial calcification,Vascular calcifications,Atherosclerotic arterial calcification,Atherosclerotic vascular calcification",observation,,OIFM_GMTS_013002
soft_tissue_lesion,soft_tissue,soft_tissue_abnormality,Soft tissue mass,observation,,
soft_tissue_nodule,soft_tissue,soft_tissue_lesion,,observation,,
tophus,soft_tissue,soft_tissue_abnormality,"Gouty tophus,Tophaceous deposit",diagnosis,,
soft_tissue_swelling,soft_tissue,soft_tissue_abnormality,"Soft tissue edema,Soft tissue thickening",observation,,OIFM_OIDM_696759
soft_tissue_defect,soft_tissue,soft_tissue_abnormality,Soft tissue disruption,observation,,
intra_articular_body,articular,articular_abnormality,"Intra-articular loose body,Loose body,Loose bodies,Joint mouse,Osteocartilaginous body,Osteochondral body,Intra-articular fracture fragment,Articular body,Joint Loose Bodies,Intra-articular bodies",observation,,
periosteal_reaction,osseous,osseous_abnormality,"Periostitis,Periosteal new bone,Periosteal thickening",observation,,
calcaneal_spur,soft_tissue,enthesophyte,"Heel spur,Plantar spur,Calcaneal enthesophyte,Plantar calcaneal spur,Plantar calcaneal spurring,Inferior calcaneal spur",observation,,
soft_tissue_abnormality,soft_tissue,,,,,OIFM_OIDM_221920
tendinopathy,soft_tissue,soft_tissue_abnormality,"Tendinosis,Tendon degeneration",diagnosis,,
tendon_thickening,soft_tissue,soft_tissue_abnormality,"Thickened tendon,Tendon enlargement",observation,,
soft_tissue_gas,soft_tissue,soft_tissue_abnormality,"Subcutaneous gas,Subcutaneous emphysema,Soft tissue emphysema,Soft tissue air",observation,,OIFM_GMTS_013194
phlebolith,soft_tissue,vascular_calcification,Phleboliths,observation,,
dermal_calcification,soft_tissue,soft_tissue_calcification,"Skin calcification,Cutaneous calcification",observation,,
varicose_vein,soft_tissue,soft_tissue_abnormality,"Varicose veins,Venous varicosities",observation,,
osteopenia,osseous,metabolic_bone_abnormality,"Decreased bone density,Demineralization,Osseous demineralization,Decreased bone mineralization",observation,,
osteonecrosis,osseous,metabolic_bone_abnormality,"Avascular necrosis,AVN,Ischemic necrosis,Aseptic necrosis",diagnosis,,
bone_infarct,osseous,osteonecrosis,"Medullary infarct,Medullary bone infarct",diagnosis,,OIFM_GMTS_010943
paget_disease,osseous,metabolic_bone_abnormality,"Pagetic change,Paget's disease",diagnosis,,
gout,articular,crystal_arthropathy,Gouty arthropathy,diagnosis,,OIFM_GMTS_008355
hyperparathyroidism,osseous,metabolic_bone_abnormality,,diagnosis,,
subperiosteal_resorption,osseous,metabolic_bone_abnormality,Subperiosteal bone resorption,observation,,
rickets,osseous,metabolic_bone_abnormality,Rachitic changes,diagnosis,,OIFM_GMTS_032783
metabolic_bone_abnormality,osseous,osseous_abnormality,,,,
freiberg_infraction,osseous,osteonecrosis,"Freiberg disease,Metatarsal head osteochondrosis,Metatarsal head AVN",diagnosis,,
osseous_lesion,osseous,osseous_abnormality,"Bone lesion,Bony lesion",,,OIFM_OIDM_335347
bone_island,osseous,osseous_anatomic_variant,"Enostosis,Dense bone island",observation,,
enchondroma,osseous,osseous_lesion,,diagnosis,,
bone_cyst,osseous,lytic_lesion,"Simple bone cyst,Unicameral bone cyst",observation,,
brown_tumor,osseous,osseous_lesion,Giant cell reparative granuloma,diagnosis,,
aneurysmal_bone_cyst,osseous,osseous_lesion,ABC,diagnosis,,
nonossifying_fibroma,osseous,osseous_lesion,"NOF,Fibrous cortical defect,FCD,Fibroxanthoma",diagnosis,,
osteochondroma,osseous,osseous_lesion,"Exostosis,Osteocartilaginous exostosis,Bony exostosis",diagnosis,,
sclerotic_lesion,osseous,osseous_lesion,"Sclerotic focus,Osteoblastic lesion,Sclerotic osseous lesion,Blastic lesion",observation,,
sclerosis,osseous,osseous_lesion,"Bone sclerosis,Osteosclerosis,Sclerotic change",observation,,
lytic_lesion,osseous,osseous_lesion,"Lytic osseous lesion,Osteolytic lesion,Lucent lesion,Osseous lucency",observation,,
osseous_metastasis,osseous,osseous_lesion,"Bone metastasis,Skeletal metastasis,Bony metastasis",diagnosis,,OIFM_OIDM_897300
osteochondral_lesion,osseous,osseous_lesion,"Osteochondral defect,Osteochondral injury,Chondral lesion",observation,,
intraosseous_lipoma,osseous,osseous_lesion,Intramedullary lipoma,diagnosis,,
cortical_defect,osseous,lytic_lesion,"Cortical breach,Segmental cortical defect",observation,,
transitional_vertebra,osseous,osseous_anatomic_variant,"Lumbosacral transitional vertebra,LSTV,Transitional lumbosacral anatomy,Transitional configuration",observation,,
accessory_ossicle,osseous,osseous_anatomic_variant,,observation,,
os_supranaviculare,osseous,accessory_ossicle,,observation,,
accessory_navicular,osseous,accessory_ossicle,Type II accessory navicular,observation,,
os_trigonum,osseous,accessory_ossicle,,observation,,
os_peroneum,osseous,accessory_ossicle,,observation,,
os_acromiale,osseous,accessory_ossicle,Unfused acromial apophysis,observation,,
fabella,osseous,accessory_ossicle,,observation,,
coalition,osseous,osseous_anatomic_variant,,observation,,
symphalangism,articular,articular_anatomic_variant,"Congenital fusion,Congenital joint fusion,Digital fusion",observation,,OIFM_GMTS_011945
bipartite_bone,osseous,osseous_anatomic_variant,,observation,,
supernumerary_bone,osseous,osseous_anatomic_variant,"Extra bone,Supernumerary ossicle",observation,,
polydactyly,osseous,osseous_anatomic_variant,"Extra digit,Supernumerary digit",observation,,OIFM_GMTS_025682
arthrodesis,articular,articular_postsurgical_change,"Fusion,Joint fusion,Surgical fusion",observation,,
osteotomy,osseous,osseous_postsurgical_change,Corrective osteotomy,observation,,
resection,osseous,osseous_postsurgical_change,"Bone resection,Excision,Surgical excision",observation,,
resection_arthroplasty,articular,articular_postsurgical_change,"Girdlestone procedure,Girdlestone,Excision arthroplasty",observation,,
amputation,osseous,osseous_postsurgical_change,"Limb amputation,Digit amputation,Surgical amputation",observation,,
bone_graft,osseous,osseous_postsurgical_change,"Graft material,Allograft,Autograft,Bone graft material",observation,,
laminectomy,osseous,osseous_postsurgical_change,,observation,,
spinal_fusion,articular,arthrodesis,Surgical ankylosis,observation,,OIFM_OIDM_016925
ligament_reconstruction,soft_tissue,soft_tissue_postsurgical_change,,observation,,
tendon_reconstruction,soft_tissue,soft_tissue_postsurgical_change,Tendon graft,observation,,
rotator_cuff_repair,soft_tissue,soft_tissue_postsurgical_change,Cuff repair,observation,,
meniscectomy,articular,articular_postsurgical_change,,observation,,
bunionectomy,osseous,osseous_postsurgical_change,"Hallux valgus correction,Bunion surgery,First MTP correction",observation,,
retained_metallic_material,extrinsic,foreign_body,"Retained hardware fragment,Metallic fragment,Retained drill bit,Metallic debris,Retained metallic foreign body,Radiopaque debris,Metallic foci,Punctate metallic foci,Metallic particles,Punctate metallic particles",observation,,
hardware_removal,osseous,osseous_postsurgical_change,"Instrumentation removal,Implant removal,Hardware explantation,Prior hardware removal,Prosthesis removal",observation,,
ghost_tracks,osseous,osseous_postsurgical_change,"Ghost tracts,Screw tracks,Screw tracts,Old screw tracks,Drill hole tracks,Osseous tunnels,Bone tunnels,Lucent tracts,Lucent tracks,Abandoned screw track,Abandoned screw tracks",observation,,
erosion,articular,articular_abnormality,"Osseous erosion,Bone erosion,Articular erosion,Erosive changes",observation,,
periarticular_osteopenia,articular,articular_abnormality,"Juxta-articular osteopenia,Periarticular demineralization",observation,,
joint_ankylosis,articular,articular_abnormality,"Bony ankylosis,Autofusion,Spontaneous fusion,Ankylosis",observation,,
sacroiliitis,articular,inflammatory_arthropathy,,diagnosis,,
uniform_joint_space_narrowing,articular,articular_abnormality,"Concentric joint space narrowing,Symmetric joint space narrowing",observation,,
inflammatory_arthropathy,articular,articular_abnormality,"Inflammatory arthritis,Inflammatory joint disease",,,
osteomyelitis,osseous,osseous_abnormality,"Bone infection,Osseous infection,Septic osteomyelitis",diagnosis,,
septic_arthritis,articular,articular_abnormality,"Infectious arthritis,Joint infection,Pyogenic arthritis,Septic joint",diagnosis,,
syndesmophyte,articular,articular_abnormality,"Syndesmophytes,Bridging syndesmophytes",observation,,
rheumatoid_arthritis,articular,inflammatory_arthropathy,"RA,Rheumatoid disease,Rheumatoid arthropathy",diagnosis,,
ankylosing_spondylitis,articular,inflammatory_arthropathy,"AS,Ankylosing spondylitis,Bamboo spine,Marie-Strumpell disease",diagnosis,,
psoriatic_arthritis,articular,inflammatory_arthropathy,"PsA,Psoriatic arthropathy",diagnosis,,
crystal_arthropathy,articular,articular_abnormality,"Crystal-induced arthritis,Crystal deposition arthropathy,Crystal arthritis",,,
impingement,articular,articular_abnormality,"Osseous impingement,Bony impingement",diagnosis,,
foreign_body,extrinsic,,"Soft tissue foreign body,Foreign body,Retained foreign body,Metallic foreign body",,,OIFM_OIDM_031030
cast,extrinsic,support_apparatus,Orthopedic cast,observation,,
splint,extrinsic,support_apparatus,"Splinting,Splint immobilization",observation,,
brace,extrinsic,support_apparatus,"Orthopedic brace,Bracing",observation,,
motion_artifact,technique,,"Motion degradation,Patient motion",observation,,OIFM_OIDM_659997
limited_examination,technique,,"Suboptimal study,Limited evaluation,Technically limited",observation,,
surgical_clip,extrinsic,hardware,"Hemostatic clip,Vascular clip,Vasectomy clip,Tubal ligation clip,Ligature clip",observation,,
skin_staple,extrinsic,support_apparatus,"Cutaneous staples,Skin closure staples,Dermal staples,Skin staples,Skin clips,Surgical staple",observation,,
wound_vac,extrinsic,support_apparatus,"Negative pressure wound therapy,VAC dressing,Wound vacuum,Vacuum dressing",observation,,
surgical_drain,extrinsic,support_apparatus,"Jackson-Pratt drain,JP drain,Blake drain,Hemovac drain,Penrose drain",observation,,
osseous_abnormality,osseous,,"Osseous abnormality,Bone abnormality",,,OIFM_OIDM_164927
osseous_anatomic_variant,osseous,,"Osseous variant,Normal bone variant,Congenital variant,Congenital anomaly,Developmental anomaly,Congenital abnormality",,,OIFM_OIDM_216407
osseous_postsurgical_change,osseous,,"Osseous postsurgical changes,Bone surgery changes",,,OIFM_OIDM_671573
articular_abnormality,articular,,"Articular abnormality,Joint abnormality",,,
articular_anatomic_variant,articular,,"Articular variant,Normal joint variant",,,
articular_postsurgical_change,articular,,"Articular postsurgical changes,Joint surgery changes",,,
soft_tissue_postsurgical_change,soft_tissue,,"Soft tissue postsurgical changes,Soft tissue surgery changes",,,
soft_tissue_flap,soft_tissue,soft_tissue_postsurgical_change,"Tissue flap,Flap coverage,Soft tissue flap coverage,Myocutaneous flap",observation,,
toe_deformity,alignment,foot_deformity,Toe deformities,,,
boutonniere_deformity,alignment,finger_deformity,"Boutonniere finger,Buttonhole deformity",observation,,
swan_neck_deformity,alignment,finger_deformity,Swan neck finger,observation,,
joint_displacement,alignment,malalignment,Joint incongruity,,,
spinal_malalignment,alignment,malalignment,Spinal alignment abnormality,,,
foot_deformity,alignment,malalignment,Foot deformities,,,
finger_deformity,alignment,malalignment,Finger deformities,,,
patellar_height_abnormality,alignment,malalignment,"Abnormal patellar height,Patellar malposition",,,
joint_widening,alignment,malalignment,"Articular widening,Diastasis",,,
support_apparatus,extrinsic,,External support device,,,OIFM_OIDM_591054
blade_plate,extrinsic,plate,"Angled blade plate,Condylar blade plate,ABP",observation,,
apparatus_obscuration,technique,,"Overlying cast,Overlying splint,Cast artifact,Splint artifact,External device obscuration",observation,,
loss_of_lordosis,alignment,lordosis_abnormality,"Straightening of lordosis,Flatback,Hypolordosis,Straightened lordosis",observation,,
hyperlordosis,alignment,lordosis_abnormality,"Excessive lordosis,Increased lordosis,Exaggerated lordosis",observation,,
