name,category,parent,synonyms,finding_type,finding_cluster,oifm_id
pancreatic_cystic_lesion,pancreas,pancreatic_lesion,,,,
pancreatic_ductal_abnormality,pancreas,pancreatic_abnormality,,,,
disconnected_pancreatic_duct_syndrome,pancreas,pancreatic_ductal_abnormality,DPDS,diagnosis,,
pancreatic_anatomic_variant,pancreas,,,,,
pancreatic_adenocarcinoma,pancreas,pancreatic_neoplasm,"PDAC,Pancreatic ductal adenocarcinoma",diagnosis,,
pancreatic_neuroendocrine_tumor,pancreas,pancreatic_neoplasm,PNET,diagnosis,,
mucinous_cystadenoma,pancreas,mucinous_cystic_neoplasm,,diagnosis,,
mucinous_cystadenocarcinoma,pancreas,mucinous_cystic_neoplasm,pancreatic mucinous cystadenocarcinoma,diagnosis,,
serous_cystadenoma,pancreas,pancreatic_neoplasm,,diagnosis,,
solid_pseudopapillary_neoplasm,pancreas,pancreatic_neoplasm,solid pseudopapillary tumor,diagnosis,,
intraductal_papillary_mucinous_neoplasm,pancreas,pancreatic_neoplasm,IPMN,diagnosis,,
main_duct_intraductal_papillary_mucinous_neoplasm,pancreas,intraductal_papillary_mucinous_neoplasm,"Main-duct IPMN,MD-IPMN",diagnosis,,
branch_duct_intraductal_papillary_mucinous_neoplasm,pancreas,intraductal_papillary_mucinous_neoplasm,"Branch-duct IPMN,Side branch IPMN,BD-IPMN",diagnosis,,
mixed_intraductal_papillary_mucinous_neoplasm,pancreas,intraductal_papillary_mucinous_neoplasm,"Mixed-type IPMN,Combined IPMN",diagnosis,,
pancreatic_lipoma,pancreas,pancreatic_neoplasm,,diagnosis,,
pancreatic_metastasis,pancreas,pancreatic_neoplasm,,diagnosis,,
pancreatic_simple_cyst,pancreas,pancreatic_cystic_lesion,,observation,,
pancreatic_pseudocyst,pancreas,pancreatic_cystic_lesion,,diagnosis,,
hyperenhancing_pancreatic_lesion,pancreas,pancreatic_lesion,,observation,,
pancreatic_hypoattenuating_lesion,pancreas,pancreatic_lesion,Pancreatic hypodensity,observation,,
focal_cystic_dilatation_of_accessory_pancreatic_duct,pancreas,pancreatic_cystic_lesion,Santorinicele,observation,,
pancreatic_ductal_dilation,pancreas,pancreatic_ductal_abnormality,"pancreatic duct dilatation, dilated pancreatic duct, main pancreatic duct dilatation, main pancreatic duct dilation",observation,,
accessory_pancreatic_ductal_dilation,pancreas,pancreatic_ductal_abnormality,,observation,,
discontinuity_of_the_pancreatic_duct,pancreas,pancreatic_ductal_abnormality,Disconnected pancreatic duct,observation,,
pancreatic_duct_contour_irregularity,pancreas,pancreatic_ductal_abnormality,Irregular contour of the pancreatic duct,observation,,
pancreatic_intraductal_filling_defect,pancreas,pancreatic_ductal_abnormality,,observation,,
pancreatic_ductal_calculus,pancreas,pancreatic_ductal_abnormality,"Pancreatic duct stone, pancreatolithiasis",observation,,
pancreatic_enlargement,pancreas,pancreatic_abnormality,,observation,,
pancreatic_hyperenhancement,pancreas,pancreatic_abnormality,,observation,,
pancreatic_hypoenhancement,pancreas,pancreatic_abnormality,,observation,,
pancreatic_edema,pancreas,pancreatic_abnormality,,observation,,
peripancreatic_edema,pancreas,pancreatic_abnormality,,observation,,
peripancreatic_fat_stranding,pancreas,pancreatic_abnormality,,observation,,
peripancreatic_fluid_collection,pancreas,pancreatic_abnormality,,observation,,
peripancreatic_abscess,pancreas,pancreatic_abnormality,,diagnosis,,
pancreatic_atrophy,pancreas,pancreatic_abnormality,"Pancreatic atrophy, Atrophic pancreas",observation,,
fatty_atrophy_of_pancreas,pancreas,pancreatic_atrophy,,observation,,
fatty_infiltration_of_pancreas,pancreas,pancreatic_abnormality,"pancreatic steatosis, pancreatic lipomatosis, fatty replacement of the pancreas, fatty pancreas",observation,,OIFM_GMTS_004354
heterogeneous_pancreatic_attenuation,pancreas,pancreatic_abnormality,,observation,,
homogeneous_pancreatic_attenuation,pancreas,pancreatic_abnormality,,observation,,
pancreatic_contour_irregularity,pancreas,pancreatic_abnormality,Irregular pancreatic contour,observation,,
pancreatic_parenchymal_calcification,pancreas,pancreatic_abnormality,,observation,,
pancreatic_pseudoaneurysm,pancreas,pancreatic_abnormality,,diagnosis,,
pancreatic_displacement,pancreas,pancreatic_abnormality,Displaced pancreas,observation,,
pancreatic_contusion,pancreas,pancreatic_abnormality,,observation,,
pancreatic_hematoma,pancreas,pancreatic_abnormality,,observation,,
pancreatic_hemorrhage,pancreas,pancreatic_abnormality,,diagnosis,,
pancreatic_laceration,pancreas,pancreatic_abnormality,,observation,,
pancreatic_transection,pancreas,pancreatic_abnormality,,observation,,
pancreatitis,pancreas,pancreatic_abnormality,,diagnosis,,
acute_pancreatitis,pancreas,pancreatitis,,diagnosis,,OIFM_GMTS_022466
necrotizing_pancreatitis,pancreas,acute_pancreatitis,,diagnosis,,
interstitial_edematous_pancreatitis,pancreas,acute_pancreatitis,,diagnosis,,
chronic_pancreatitis,pancreas,pancreatitis,,diagnosis,,
autoimmune_pancreatitis,pancreas,chronic_pancreatitis,AIP,diagnosis,,
groove_pancreatitis,pancreas,chronic_pancreatitis,Paraduodenal pancreatitis,diagnosis,,
acute_necrotic_collection,pancreas,pancreatic_abnormality,,observation,,
acute_peripancreatic_collection,pancreas,pancreatic_abnormality,,observation,,
walled_off_necrosis,pancreas,pancreatic_abnormality,WON,observation,,
pancreatic_necrosis,pancreas,pancreatic_abnormality,,diagnosis,,
pancreatic_fistula,pancreas,pancreatic_abnormality,,diagnosis,,
annular_pancreas,pancreas,pancreatic_anatomic_variant,,observation,,
pancreas_divisum,pancreas,pancreatic_anatomic_variant,,observation,,
ectopic_pancreas,pancreas,pancreatic_anatomic_variant,"Heterotopic pancreas,Pancreatic rest",observation,,
pancreatic_resection,pancreas,pancreatic_postsurgical_change,,observation,,
distal_pancreatectomy,pancreas,pancreatic_resection,,observation,,
pancreaticoduodenectomy,pancreas,pancreatic_resection,Whipple,observation,,
pancreaticojejunostomy,pancreas,pancreatic_postsurgical_change,Pancreaticojejunal anastomosis,observation,,
pancreatectomy_clip,pancreas,pancreatic_postsurgical_change,Pancreatectomy clips,observation,,
fluid_collection_within_pancreatectomy_bed,pancreas,pancreatic_postsurgical_change,,observation,,
cystogastrostomy,pancreas,pancreatic_postsurgical_change,,observation,,
pancreatic_transplant,pancreas,pancreatic_postsurgical_change,,observation,,
pancreatic_duct_stent,extrinsic,hardware,,observation,,
splenic_abnormality,spleen,,,,,
splenic_lesion,spleen,splenic_abnormality,"Splenic mass, Focal splenic lesion",,,
splenic_anatomic_variant,spleen,,,,,
splenic_postsurgical_change,spleen,,,,,
splenic_abscess,spleen,splenic_lesion,,diagnosis,,
splenic_hemangioma,spleen,splenic_neoplasm,,diagnosis,,
splenic_metastasis,spleen,splenic_neoplasm,,diagnosis,,
splenic_arteriovenous_malformation,spleen,splenic_lesion,Splenic AVM,diagnosis,,
splenic_pseudoaneurysm,spleen,splenic_lesion,,diagnosis,,
simple_splenic_cyst,spleen,splenic_cyst,,observation,,
complex_splenic_cyst,spleen,splenic_cyst,,observation,,
calcified_splenic_granuloma,spleen,splenic_granuloma,,diagnosis,,
splenic_infarct,spleen,splenic_abnormality,splenic infarction,diagnosis,,
wedge_shaped_splenic_hypoattenuation,spleen,splenic_abnormality,,observation,,
splenomegaly,spleen,splenic_abnormality,"enlarged spleen, splenic enlargement",observation,,OIFM_GMTS_003565
splenic_atrophy,spleen,splenic_abnormality,Atrophic spleen,observation,,
autosplenectomy,spleen,splenic_abnormality,,diagnosis,,
lobulated_splenic_contour,spleen,splenic_anatomic_variant,,observation,,
heterogeneous_splenic_attenuation,spleen,splenic_abnormality,,observation,,
homogeneous_splenic_attenuation,spleen,splenic_abnormality,,observation,,
splenic_displacement,spleen,splenic_abnormality,Displaced spleen,observation,,
splenosis,spleen,splenic_abnormality,,diagnosis,,
splenic_hematoma,spleen,splenic_abnormality,,observation,,
splenic_intraparenchymal_hematoma,spleen,splenic_hematoma,,observation,,
splenic_subcapsular_hematoma,spleen,splenic_hematoma,,observation,,
splenic_hemorrhage,spleen,splenic_abnormality,,diagnosis,,
splenic_laceration,spleen,splenic_abnormality,,observation,,
splenic_rupture,spleen,splenic_abnormality,,observation,,
shattered_spleen,spleen,splenic_abnormality,,observation,,
splenic_fluid_collection,spleen,splenic_abnormality,,observation,,
polysplenia,spleen,splenic_anatomic_variant,,observation,,
splenule,spleen,splenic_anatomic_variant,"Accessory spleen, Accessory splenule, accessory splenic tissue",observation,,
splenic_cleft,spleen,splenic_anatomic_variant,Congenital splenic cleft,observation,,
congenital_asplenia,spleen,splenic_anatomic_variant,,diagnosis,,
splenectomy,spleen,splenic_postsurgical_change,Surgically absent spleen,observation,,
splenectomy_clip,spleen,splenic_postsurgical_change,Splenectomy clips,observation,,
splenic_artery_embolization,spleen,splenic_postsurgical_change,splenic embolization,observation,,
fluid_collection_within_splenectomy_bed,spleen,splenic_postsurgical_change,,observation,,
adrenal_abnormality,adrenal,,,,,
adrenal_postsurgical_change,adrenal,,,,,
adrenal_lesion,adrenal,adrenal_abnormality,Adrenal mass,,,
adrenal_adenoma,adrenal,adrenal_lesion,,diagnosis,,
adrenocortical_carcinoma,adrenal,adrenal_lesion,"Adrenal carcinoma, ACC",diagnosis,,
adrenal_metastasis,adrenal,adrenal_lesion,,diagnosis,,
adrenal_myelolipoma,adrenal,adrenal_lesion,,diagnosis,,
adrenal_ganglioneuroma,adrenal,adrenal_lesion,,diagnosis,,
adrenal_neuroblastoma,adrenal,adrenal_lesion,,diagnosis,,
pheochromocytoma,adrenal,adrenal_lesion,,diagnosis,,OIFM_GMTS_017466
adrenal_cyst,adrenal,adrenal_lesion,,observation,,
adrenal_nodule,adrenal,adrenal_lesion,,observation,,OIFM_CDE_000003
adrenal_atrophy,adrenal,adrenal_abnormality,,observation,,
adrenal_calcification,adrenal,adrenal_abnormality,,observation,,OIFM_GMTS_022449
adrenal_hyperplasia,adrenal,adrenal_abnormality,,diagnosis,,
adrenal_hyperenhancement,adrenal,adrenal_abnormality,,observation,,
adrenal_hematoma,adrenal,adrenal_abnormality,,observation,,
adrenal_laceration,adrenal,adrenal_abnormality,,observation,,
adrenal_hemorrhage,adrenal,adrenal_abnormality,,diagnosis,,
adrenal_displacement,adrenal,adrenal_abnormality,Displaced adrenal gland,observation,,
adrenal_thickening,adrenal,adrenal_abnormality,Adreniform thickening,observation,,
periadrenal_fat_stranding,adrenal,adrenal_abnormality,,observation,,
adrenalectomy,adrenal,adrenal_postsurgical_change,,observation,,
adrenal_enlargement,adrenal,adrenal_abnormality,,observation,,OIFM_GMTS_022561
urinary_abnormality,urinary,,Urinary tract abnormality,,,
renal_abnormality,urinary,urinary_abnormality,Kidney abnormality,,,
renal_lesion,urinary,renal_abnormality,Renal mass,,,
renal_calculus,urinary,renal_abnormality,"Nephrolithiasis, Renal stone, Kidney stone",observation,,
renal_anatomic_variant,urinary,urinary_anatomic_variant,,,,
renal_postsurgical_change,urinary,urinary_postsurgical_change,,,,
solid_renal_lesion,urinary,renal_lesion,Solid renal mass,observation,,
mixed_cystic_and_solid_renal_lesion,urinary,renal_lesion,Mixed cystic and solid renal mass,observation,,
simple_renal_cyst,urinary,renal_cyst,fluid attenuation renal cyst,observation,,
complex_renal_cyst,urinary,renal_cyst,,observation,,
hemorrhagic_renal_cyst,urinary,renal_cyst,,observation,,
proteinaceous_renal_cyst,urinary,renal_cyst,,observation,,
renal_abscess,urinary,renal_lesion,,diagnosis,,
renal_angiomyolipoma,urinary,renal_neoplasm,"AML, renal lipoma",diagnosis,,
renal_pseudoaneurysm,urinary,renal_lesion,,diagnosis,,
intermediate_attenuation_renal_lesion,urinary,renal_lesion,Intermediate density renal lesion,observation,,
hypoattenuating_renal_lesion,urinary,renal_lesion,Hypodense renal lesion,observation,,
staghorn_calculus,urinary,renal_calculus,,observation,,
jackstone_calculus,urinary,renal_calculus,,observation,,
hydronephrosis,urinary,renal_abnormality,,observation,,OIFM_OIDM_874812
hydroureteronephrosis,urinary,renal_abnormality,,observation,,
fullness_of_the_renal_pelvis,urinary,renal_abnormality,,observation,,
renal_parenchymal_calcification,urinary,renal_abnormality,,observation,,
cortical_nephrocalcinosis,urinary,renal_parenchymal_calcification,Calcifications of the renal cortex,observation,,OIFM_GMTS_020518
medullary_nephrocalcinosis,urinary,renal_parenchymal_calcification,Calcifications of the renal pyramids,observation,,OIFM_GMTS_020215
renal_atrophy,urinary,renal_abnormality,Atrophic kidney,observation,,
renal_hypertrophy,urinary,renal_abnormality,,observation,,
renal_enlargement,urinary,renal_abnormality,,observation,,
renal_cortical_thinning,urinary,renal_abnormality,,observation,,
renal_cortical_scarring,urinary,renal_abnormality,,observation,,
loss_of_corticomedullary_differentiation,urinary,renal_abnormality,"Loss of corticomedullary differentiation, Absent corticomedullary differentiation",observation,,
delayed_nephrogram,urinary,renal_abnormality,,observation,,
striated_nephrogram,urinary,renal_abnormality,,observation,,OIFM_GMTS_016443
renal_hypoenhancement,urinary,renal_abnormality,,observation,,
renal_nonenhancement,urinary,renal_abnormality,Renal non-enhancement,observation,,
heterogeneous_renal_enhancement,urinary,renal_abnormality,,observation,,
cortical_rim_sign,urinary,renal_abnormality,,observation,,
perinephric_edema,urinary,renal_abnormality,,observation,,
perinephric_fluid_collection,urinary,renal_abnormality,,observation,,
perinephric_hematoma,urinary,renal_abnormality,,observation,,OIFM_GMTS_016854
perinephric_hemorrhage,urinary,renal_abnormality,,diagnosis,,
perinephric_abscess,urinary,renal_abnormality,,diagnosis,,
renal_fluid_collection,urinary,renal_abnormality,,observation,,
urinoma,urinary,renal_abnormality,,diagnosis,,
renal_contusion,urinary,renal_abnormality,,observation,,
renal_laceration,urinary,renal_abnormality,,observation,,
renal_intraparenchymal_hematoma,urinary,renal_abnormality,Renal parenchymal hematoma,observation,,
renal_subcapsular_hematoma,urinary,renal_abnormality,,observation,,
shattered_kidney,urinary,renal_abnormality,,observation,,
ruptured_calyx,urinary,renal_abnormality,,observation,,
gas_within_renal_parenchyma,urinary,renal_abnormality,,observation,,
gas_within_renal_collecting_system,urinary,renal_abnormality,,observation,,
cystic_replacement_of_renal_parenchyma,urinary,renal_abnormality,,observation,,
renal_displacement,urinary,renal_abnormality,Displaced kidney,observation,,
renal_compression,urinary,renal_abnormality,,observation,,
lobulated_renal_contour,urinary,renal_abnormality,,observation,,
column_of_bertin,urinary,renal_anatomic_variant,,observation,,
renal_agenesis,urinary,renal_anatomic_variant,Congenital absence of kidney,diagnosis,,
crossed_fused_renal_ectopia,urinary,renal_anatomic_variant,,observation,,
dromedary_hump,urinary,renal_anatomic_variant,,observation,,
extrarenal_pelvis,urinary,renal_anatomic_variant,,observation,,
horseshoe_kidney,urinary,renal_anatomic_variant,,observation,,
malrotated_kidney,urinary,renal_anatomic_variant,,observation,,
medullary_sponge_kidney,urinary,renal_anatomic_variant,,diagnosis,,
multicystic_dysplastic_kidney,urinary,renal_anatomic_variant,MCDK,diagnosis,,
persistent_fetal_lobulation,urinary,renal_anatomic_variant,Fetal lobulation,observation,,
supernumerary_kidney,urinary,renal_anatomic_variant,,observation,,
nephrectomy,urinary,renal_postsurgical_change,,observation,,
nephrectomy_clip,urinary,renal_postsurgical_change,Nephrectomy clips,observation,,
partial_nephrectomy,urinary,nephrectomy,,observation,,
renal_ablation,urinary,renal_postsurgical_change,,observation,,
renal_embolization,urinary,renal_postsurgical_change,,observation,,
renal_peritransplant_fluid_collection,urinary,renal_postsurgical_change,,observation,,
renal_transplant,urinary,renal_postsurgical_change,"renal allograft, transplant kidney",observation,,
fluid_collection_in_nephrectomy_bed,urinary,renal_postsurgical_change,,observation,,
ureteral_abnormality,urinary,urinary_abnormality,,,,
ureteral_lesion,urinary,ureteral_abnormality,Ureteral mass,,,
ureteral_duplication,urinary,collecting_system_duplication,Duplicated ureter,observation,,
ureteral_fistula,urinary,ureteral_abnormality,,diagnosis,,
urinary_postsurgical_change,urinary,,,,,
urothelial_carcinoma_of_the_ureter,urinary,ureteral_neoplasm,Transitional cell carcinoma of the ureter,diagnosis,,
squamous_cell_carcinoma_of_the_ureter,urinary,ureteral_neoplasm,,diagnosis,,
ureteral_filling_defect,urinary,ureteral_abnormality,,observation,,
ureteral_calculus,urinary,ureteral_abnormality,"Ureterolithiasis, Ureteral stone",observation,,
hydroureter,urinary,ureteral_abnormality,"Ureterectasis, Dilated ureter",observation,,OIFM_GMTS_017573
megaureter,urinary,ureteral_abnormality,,observation,,
ureteral_narrowing,urinary,ureteral_abnormality,,observation,,
ureteral_stricture,urinary,ureteral_narrowing,,observation,,OIFM_GMTS_017201
ureteropelvic_junction_obstruction,urinary,ureteral_abnormality,UPJ obstruction,observation,,
ureterocele,urinary,ureteral_abnormality,,observation,,
ureteral_wall_thickening,urinary,ureteral_abnormality,Ureteral soft tissue thickening,observation,,
ureteral_diverticulum,urinary,ureteral_abnormality,,observation,,
incomplete_ureteral_duplication,urinary,ureteral_duplication,,observation,,
collecting_system_duplication,urinary,renal_anatomic_variant,"Duplex collecting system, duplicated collecting system",observation,,
incomplete_collecting_system_duplication,urinary,collecting_system_duplication,incomplete_duplicated_collecting_system,observation,,
ectopic_insertion_of_ureter,urinary,ureteral_anatomic_variant,,observation,,
retrocaval_ureter,urinary,ureteral_anatomic_variant,,observation,,
ureteral_tortuosity,urinary,ureteral_abnormality,Tortuous ureter,observation,,
ureteral_pseudodiverticulosis,urinary,ureteral_abnormality,,observation,,
ureteral_avulsion,urinary,ureteral_injury,,observation,,
ureteral_discontinuity,urinary,ureteral_injury,,observation,,
ureteral_laceration,urinary,ureteral_injury,,observation,,
ureteral_transection,urinary,ureteral_injury,,observation,,
urine_leak,urinary,urinary_abnormality,,observation,,
periureteral_edema,urinary,ureteral_abnormality,,observation,,
periureteral_fat_stranding,urinary,ureteral_abnormality,,observation,,
periureteral_fibrosis,urinary,ureteral_abnormality,,diagnosis,,
gas_within_ureter,urinary,ureteral_abnormality,,observation,,
ureteral_displacement,urinary,ureteral_abnormality,Displaced ureter,observation,,
ureterocolic_fistula,urinary,ureteral_fistula,,diagnosis,,
ureteroenteric_fistula,urinary,ureteral_fistula,,diagnosis,,
ureterovaginal_fistula,urinary,ureteral_fistula,,diagnosis,,
ureteral_anastomosis,urinary,urinary_postsurgical_change,,observation,,
ileal_conduit,urinary,urostomy,,observation,,
indiana_pouch,urinary,urinary_diversion,,observation,,
kock_pouch,urinary,urinary_diversion,,observation,,
urostomy,urinary,urinary_diversion,,observation,,
ureteral_stent,extrinsic,hardware,,observation,,
ureteral_stent_encrustation,extrinsic,ureteral_stent,Ureteral stent calcification,observation,,
bladder_abnormality,urinary,urinary_abnormality,,,,
bladder_lesion,urinary,bladder_abnormality,Bladder mass,,,
bladder_wall_abnormality,urinary,bladder_abnormality,,,,
bladder_fistula,urinary,bladder_abnormality,,diagnosis,,
bladder_postsurgical_change,urinary,urinary_postsurgical_change,,,,
bladder_anatomic_variant,urinary,urinary_anatomic_variant,,,,
adenocarcinoma_of_the_bladder,urinary,bladder_neoplasm,,diagnosis,,
squamous_cell_carcinoma_of_the_bladder,urinary,bladder_neoplasm,,diagnosis,,
urothelial_carcinoma_of_the_bladder,urinary,bladder_neoplasm,Transitional cell carcinoma of the bladder,diagnosis,,
bladder_calculus,urinary,bladder_abnormality,bladder stone,observation,,OIFM_GMTS_017328
bladder_filling_defect,urinary,bladder_abnormality,Filling defect within the bladder,observation,,OIFM_GMTS_017295
bladder_wall_calcification,urinary,bladder_wall_abnormality,,observation,,OIFM_GMTS_022580
bladder_wall_enhancement,urinary,bladder_wall_abnormality,,observation,,
bladder_wall_thickening,urinary,bladder_wall_abnormality,,observation,,
bladder_wall_trabeculation,urinary,bladder_wall_abnormality,"Trabeculated bladder wall, trabeculated bladder",observation,,
bladder_mucosal_hyperemia,urinary,bladder_wall_abnormality,,observation,,
gas_within_bladder_wall,urinary,bladder_wall_abnormality,,observation,,
bladder_diverticulum,urinary,bladder_abnormality,,observation,,OIFM_GMTS_017346
bladder_distension,urinary,bladder_abnormality,"Distended bladder, bladder distention",observation,,
bladder_underdistension,urinary,bladder_abnormality,"Underdistended bladder, decompressed bladder, nondistended bladder",observation,,
intraluminal_bladder_gas,urinary,bladder_abnormality,,observation,,
bladder_hyperattenuating_material,urinary,bladder_abnormality,,observation,,
bladder_contour_irregularity,urinary,bladder_abnormality,,observation,,
bladder_compression,urinary,bladder_abnormality,,observation,,
bladder_herniation,urinary,bladder_abnormality,,observation,,
perivesical_edema,urinary,bladder_abnormality,,observation,,
perivesical_fat_stranding,urinary,bladder_abnormality,fat stranding in the prevesical space,observation,,
extraperitoneal_bladder_rupture,urinary,bladder_rupture,,observation,,
intraperitoneal_bladder_rupture,urinary,bladder_rupture,,observation,,
bladder_exstrophy,urinary,bladder_abnormality,,observation,,
patent_urachus,urinary,bladder_anatomic_variant,,observation,,
urachal_cyst,urinary,bladder_anatomic_variant,,observation,,
urachal_diverticulum,urinary,bladder_anatomic_variant,,observation,,
cystectomy,urinary,bladder_postsurgical_change,,observation,,
bladder_augmentation,urinary,bladder_postsurgical_change,,observation,,
bladder_reconstruction,urinary,bladder_postsurgical_change,,observation,,
neobladder,urinary,urinary_diversion,,observation,,
fluid_collection_within_cystectomy_bed,urinary,bladder_postsurgical_change,,observation,,
post_radiation_change_of_the_bladder,urinary,bladder_abnormality,,observation,,
vesicocutaneous_fistula,urinary,bladder_fistula,,diagnosis,,
vesicoenteric_fistula,urinary,bladder_fistula,,diagnosis,,
vesicouterine_fistula,urinary,bladder_fistula,,diagnosis,,
vesicovaginal_fistula,urinary,bladder_fistula,,diagnosis,,
urinary_catheter,extrinsic,support_apparatus,Foley catheter,observation,,
suprapubic_catheter,extrinsic,support_apparatus,,observation,,
urethral_abnormality,urinary,urinary_abnormality,,,,
urethral_calculus,urinary,urethral_abnormality,,observation,,
urethral_diverticulum,urinary,urethral_abnormality,,observation,,
urethral_injury,urinary,urethral_abnormality,,observation,,
urethral_stricture,urinary,urethral_abnormality,,observation,,
prostate_brachytherapy_seed,extrinsic,hardware,prostate brachytherapy seeds,observation,,
prostate_fiducial_markers,extrinsic,hardware,,observation,,
gastrointestinal_tract_abnormality,gastrointestinal_tract,,"GI tract abnormality,GI abnormality",,,
esophageal_abnormality,gastrointestinal_tract,gastrointestinal_tract_abnormality,,,,
esophageal_postsurgical_change,gastrointestinal_tract,gastrointestinal_tract_postsurgical_change,,,,
esophageal_dilation,gastrointestinal_tract,esophageal_abnormality,Patulous esophagus,observation,,
esophageal_diverticulum,gastrointestinal_tract,esophageal_abnormality,,observation,,
esophageal_fluid,gastrointestinal_tract,esophageal_abnormality,,observation,,
esophageal_lesion,gastrointestinal_tract,esophageal_abnormality,Esophageal mass,,,
esophageal_stricture,gastrointestinal_tract,esophageal_abnormality,,observation,,
esophageal_varices,gastrointestinal_tract,esophageal_abnormality,,diagnosis,,OIFM_GMTS_000249
esophageal_wall_calcification,gastrointestinal_tract,esophageal_abnormality,,observation,,
esophageal_wall_thickening,gastrointestinal_tract,esophageal_abnormality,,observation,,OIFM_GMTS_000195
esophagectomy,gastrointestinal_tract,esophageal_postsurgical_change,Gastric pull-through,observation,,
gastric_abnormality,gastrointestinal_tract,gastrointestinal_tract_abnormality,Stomach abnormality,,,
gastric_wall_abnormality,gastrointestinal_tract,gastric_abnormality,,,,
gastric_lesion,gastrointestinal_tract,gastric_abnormality,Gastric mass,,,
gastric_anatomic_variant,gastrointestinal_tract,gastrointestinal_tract_anatomic_variant,,,,
gastric_postsurgical_change,gastrointestinal_tract,gastrointestinal_tract_postsurgical_change,,,,
gastric_fistula,gastrointestinal_tract,gastric_abnormality,,diagnosis,,
gastric_wall_thickening,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_mucosal_thickening,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_wall_calcification,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_wall_hyperenhancement,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_wall_hypoenhancement,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_pneumatosis,gastrointestinal_tract,gastric_wall_abnormality,"Pneumatosis of gastric wall, Gas within gastric wall",observation,,
gastric_submucosal_edema,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_submucosal_hemorrhage,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
disruption_of_gastric_wall,gastrointestinal_tract,gastric_wall_abnormality,Gastric perforation,observation,,
loss_of_gastric_rugae,gastrointestinal_tract,gastric_wall_abnormality,,observation,,
gastric_fold_thickening,gastrointestinal_tract,gastric_wall_abnormality,Thickened gastric rugae,observation,,OIFM_GMTS_005101
gastric_polyp,gastrointestinal_tract,gastric_lesion,,observation,,
gastric_ulcer,gastrointestinal_tract,gastric_lesion,,observation,,
marginal_ulcer,gastrointestinal_tract,gastric_ulcer,,observation,,
gastric_pseudomass,gastrointestinal_tract,gastric_lesion,,observation,,
gastric_bezoar,gastrointestinal_tract,gastric_abnormality,,observation,,
gastric_outlet_obstruction,gastrointestinal_tract,gastric_abnormality,,observation,,OIFM_GMTS_000418
gastric_dilation,gastrointestinal_tract,gastric_abnormality,"Gastric distention, Dilated stomach",observation,,
gastric_underdistension,gastrointestinal_tract,gastric_abnormality,Underdistended stomach,observation,,
gastric_contusion,gastrointestinal_tract,gastric_abnormality,,observation,,
gastric_laceration,gastrointestinal_tract,gastric_abnormality,,observation,,
gastric_volvulus,gastrointestinal_tract,gastric_abnormality,,observation,,
intrathoracic_stomach,gastrointestinal_tract,gastric_abnormality,,observation,,
perigastric_edema,gastrointestinal_tract,gastric_abnormality,,observation,,
perigastric_fat_stranding,gastrointestinal_tract,gastric_abnormality,,observation,,
antral_web,gastrointestinal_tract,gastric_anatomic_variant,,observation,,
gastric_diverticulum,gastrointestinal_tract,gastric_anatomic_variant,,observation,,
mesenteroaxial_rotation_of_the_stomach,gastrointestinal_tract,gastric_anatomic_variant,,observation,,
organoaxial_rotation_of_the_stomach,gastrointestinal_tract,gastric_anatomic_variant,,observation,,
gastrectomy,gastrointestinal_tract,gastric_postsurgical_change,,observation,,
partial_gastrectomy,gastrointestinal_tract,gastrectomy,,observation,,
sleeve_gastrectomy,gastrointestinal_tract,gastrectomy,Gastric sleeve,observation,,
gastric_banding,gastrointestinal_tract,gastric_postsurgical_change,,observation,,
gastric_bypass,gastrointestinal_tract,gastric_postsurgical_change,,observation,,
gastric_pouch,gastrointestinal_tract,gastric_postsurgical_change,,observation,,
gastrojejunal_anastomosis,gastrointestinal_tract,gastric_postsurgical_change,,observation,,
roux_en_y,gastrointestinal_tract,gastric_postsurgical_change,Roux-en-Y anastomosis,observation,,
gastrocolic_fistula,gastrointestinal_tract,gastric_fistula,,diagnosis,,
gastrocutaneous_fistula,gastrointestinal_tract,gastric_fistula,,diagnosis,,
paraesophageal_hernia,diaphragm,hiatal_hernia,"paraesophageal hiatal hernia, hiatal paraesophageal hernia",observation,,
sliding_hiatal_hernia,diaphragm,hiatal_hernia,"sliding type hiatal hernia, sliding type hiatus hernia, sliding hiatus hernia",observation,,
mixed_hiatal_hernia,diaphragm,hiatal_hernia,"mixed type hiatal hernia, mixed type iii hiatal hernia, type iii hiatal hernia",observation,,
bowel_abnormality,gastrointestinal_tract,gastrointestinal_tract_abnormality,Intestinal abnormality,,,
small_bowel_abnormality,gastrointestinal_tract,bowel_abnormality,Small intestine abnormality,,,
small_bowel_wall_abnormality,gastrointestinal_tract,small_bowel_abnormality,,,,
small_bowel_lesion,gastrointestinal_tract,small_bowel_abnormality,,,,
small_bowel_fistula,gastrointestinal_tract,small_bowel_abnormality,,diagnosis,,
small_bowel_postsurgical_change,gastrointestinal_tract,bowel_postsurgical_change,,,,
